"Round217","Time: 20:44:31","NumberOfPlayers: 4721","TotalBet: 90606.44","TotalWinning: 208103.83","OnCash: 9.74"
"Round218","Time: 20:45:05","NumberOfPlayers: 6160","TotalBet: 108716.85","TotalWinning: 199674.76","OnCash: 4.75"
"Round219","Time: 20:45:33","NumberOfPlayers: 5971","TotalBet: 102413.04","TotalWinning: 253473.1","OnCash: 7.44"
"Round220","Time: 20:46:04","NumberOfPlayers: 6077","TotalBet: 102018.95","TotalWinning: 10608.05","OnCash: 1.48"
"Round221","Time: 20:46:24","NumberOfPlayers: 5081","TotalBet: 91544.65","TotalWinning: 212002.71","OnCash: 6.85"
"Round222","Time: 20:46:55","NumberOfPlayers: 6410","TotalBet: 110105.21","TotalWinning: 13024.22","OnCash: 1.56"
"Round223","Time: 20:47:15","NumberOfPlayers: 5936","TotalBet: 104147.28","TotalWinning: 114570.29","OnCash: 3.03"
"Round224","Time: 20:47:40","NumberOfPlayers: 6630","TotalBet: 118356.77","TotalWinning: 160821.04","OnCash: 2.95"
"Round225","Time: 20:48:04","NumberOfPlayers: 6635","TotalBet: 113944.47","TotalWinning: 4713.39","OnCash: 1.16"
"Round226","Time: 20:48:22","NumberOfPlayers: 5810","TotalBet: 96914.56","TotalWinning: 150546.25","OnCash: 3.53"
"Round227","Time: 20:48:48","NumberOfPlayers: 7089","TotalBet: 123207.35","TotalWinning: 4351.76","OnCash: 1.21"
"Round228","Time: 20:49:06","NumberOfPlayers: 6409","TotalBet: 114401.74","TotalWinning: 179136.35","OnCash: 3.58"
"Round229","Time: 20:49:32","NumberOfPlayers: 7002","TotalBet: 121362.13","TotalWinning: 23664.4","OnCash: 1.61"
"Round230","Time: 20:49:52","NumberOfPlayers: 6864","TotalBet: 131401.55","TotalWinning: 330876.21","OnCash: 24.08"
"Round231","Time: 20:50:38","NumberOfPlayers: 0","TotalBet: 118322.08","TotalWinning: 0","OnCash: 1"
"Round232","Time: 20:50:54","NumberOfPlayers: 6669","TotalBet: 119459.50","TotalWinning: 230806.38","OnCash: 5.22"
"Round233","Time: 20:51:22","NumberOfPlayers: 7064","TotalBet: 114401.82","TotalWinning: 1834.03","OnCash: 1.14"
"Round234","Time: 20:51:40","NumberOfPlayers: 6653","TotalBet: 114789.91","TotalWinning: 155710.82","OnCash: 3.05"
"Round235","Time: 20:52:05","NumberOfPlayers: 6842","TotalBet: 117508.30","TotalWinning: 1952.6","OnCash: 1.04"
"Round236","Time: 20:52:21","NumberOfPlayers: 6879","TotalBet: 125580.05","TotalWinning: 12296.51","OnCash: 1.55"
"Round237","Time: 20:52:42","NumberOfPlayers: 6565","TotalBet: 132527.90","TotalWinning: 4671.29","OnCash: 1.23"
"Round238","Time: 20:53:00","NumberOfPlayers: 0","TotalBet: 124715.69","TotalWinning: 0","OnCash: 1.02"
"Round239","Time: 20:53:17","NumberOfPlayers: 0","TotalBet: 116004.77","TotalWinning: 0","OnCash: 1.17"
"Round240","Time: 20:53:35","NumberOfPlayers: 5118","TotalBet: 101108.16","TotalWinning: 252328.35","OnCash: 7.52"
"Round241","Time: 20:54:06","NumberOfPlayers: 6709","TotalBet: 125104.93","TotalWinning: 391987.76","OnCash: 19.87"
"Round242","Time: 20:54:50","NumberOfPlayers: 6410","TotalBet: 106210.69","TotalWinning: 126344.7","OnCash: 3.01"
"Round243","Time: 20:55:14","NumberOfPlayers: 5954","TotalBet: 99988.22","TotalWinning: 1790.82","OnCash: 1.18"
"Round244","Time: 20:55:32","NumberOfPlayers: 5159","TotalBet: 94120.58","TotalWinning: 16219.04","OnCash: 1.73"
"Round245","Time: 20:55:53","NumberOfPlayers: 5159","TotalBet: 116349.62","TotalWinning: 21467.66","OnCash: 1"
"Round246","Time: 20:56:08","NumberOfPlayers: 6219","TotalBet: 136605.45","TotalWinning: 11899.6","OnCash: 1.22"
"Round247","Time: 20:56:27","NumberOfPlayers: 5543","TotalBet: 122938.19","TotalWinning: 37460.35","OnCash: 1.98"
"Round248","Time: 20:56:49","NumberOfPlayers: 6334","TotalBet: 142106.68","TotalWinning: 35197.23","OnCash: 1.92"
"Round249","Time: 20:57:10","NumberOfPlayers: 6242","TotalBet: 135288.07","TotalWinning: 1657.08","OnCash: 1.28"
"Round250","Time: 20:57:29","NumberOfPlayers: 5368","TotalBet: 119414.27","TotalWinning: 4183.6","OnCash: 1.3"
"Round251","Time: 20:57:48","NumberOfPlayers: 5368","TotalBet: 107576.14","TotalWinning: 8072.43","OnCash: 1.06"
"Round252","Time: 20:58:05","NumberOfPlayers: 4624","TotalBet: 102579.89","TotalWinning: 5823.72","OnCash: 1.29"
"Round253","Time: 20:58:24","NumberOfPlayers: 4357","TotalBet: 83538.20","TotalWinning: 38883.67","OnCash: 2.34"
"Round254","Time: 20:58:47","NumberOfPlayers: 5574","TotalBet: 114044.49","TotalWinning: 245525.16","OnCash: 8.87"
"Round255","Time: 20:59:20","NumberOfPlayers: 6135","TotalBet: 113229.44","TotalWinning: 1242.78","OnCash: 1.03"
"Round256","Time: 20:59:36","NumberOfPlayers: 5199","TotalBet: 101705.29","TotalWinning: 147288.97","OnCash: 3.54"
"Round257","Time: 21:00:02","NumberOfPlayers: 5740","TotalBet: 93658.14","TotalWinning: 3274.26","OnCash: 1.18"
"Round258","Time: 21:00:20","NumberOfPlayers: 5159","TotalBet: 88505.63","TotalWinning: 47505.24","OnCash: 2.42"
"Round259","Time: 21:00:43","NumberOfPlayers: 5159","TotalBet: 94926.75","TotalWinning: 76964.22","OnCash: 1.02"
"Round260","Time: 21:00:59","NumberOfPlayers: 5071","TotalBet: 101754.66","TotalWinning: 1890.52","OnCash: 1.38"
"Round261","Time: 21:01:19","NumberOfPlayers: 4524","TotalBet: 88207.19","TotalWinning: 84461.77","OnCash: 2.94"
"Round262","Time: 21:01:43","NumberOfPlayers: 5310","TotalBet: 95841.15","TotalWinning: 1260.63","OnCash: 1.05"
"Round263","Time: 21:02:00","NumberOfPlayers: 0","TotalBet: 92374.34","TotalWinning: 0","OnCash: 1.15"
"Round264","Time: 21:02:18","NumberOfPlayers: 4153","TotalBet: 88176.80","TotalWinning: 3154.21","OnCash: 1.3"
"Round265","Time: 21:02:37","NumberOfPlayers: 3973","TotalBet: 88447.78","TotalWinning: 12626.57","OnCash: 1.43"
"Round266","Time: 21:02:56","NumberOfPlayers: 3929","TotalBet: 99766.60","TotalWinning: 95276.43","OnCash: 2.81"
"Round267","Time: 21:03:20","NumberOfPlayers: 4790","TotalBet: 98191.89","TotalWinning: 7356.94","OnCash: 1.47"
"Round268","Time: 21:03:40","NumberOfPlayers: 4221","TotalBet: 92596.07","TotalWinning: 11255.32","OnCash: 1.5"
"Round269","Time: 21:04:00","NumberOfPlayers: 3939","TotalBet: 91246.62","TotalWinning: 93241.83","OnCash: 3.09"
"Round270","Time: 21:04:24","NumberOfPlayers: 4680","TotalBet: 90643.75","TotalWinning: 199370.86","OnCash: 6.4"
"Round271","Time: 21:04:55","NumberOfPlayers: 5021","TotalBet: 80694.35","TotalWinning: 105328.79","OnCash: 3.41"
"Round272","Time: 21:05:20","NumberOfPlayers: 4959","TotalBet: 77197.83","TotalWinning: 5121.41","OnCash: 1.53"
"Round273","Time: 21:05:41","NumberOfPlayers: 4405","TotalBet: 79756.58","TotalWinning: 16281.74","OnCash: 1.64"
"Round274","Time: 21:06:01","NumberOfPlayers: 4412","TotalBet: 85554.27","TotalWinning: 115987.25","OnCash: 3.49"
"Round275","Time: 21:06:27","NumberOfPlayers: 5363","TotalBet: 96103.25","TotalWinning: 7415.76","OnCash: 1.5"
"Round276","Time: 21:06:47","NumberOfPlayers: 4783","TotalBet: 89365.16","TotalWinning: 2687.2","OnCash: 1.19"
"Round277","Time: 21:07:05","NumberOfPlayers: 4283","TotalBet: 85013.82","TotalWinning: 27897.84","OnCash: 2.02"
"Round278","Time: 21:07:27","NumberOfPlayers: 5012","TotalBet: 107482.44","TotalWinning: 76638.7","OnCash: 2.27"
"Round279","Time: 21:07:49","NumberOfPlayers: 5058","TotalBet: 87493.72","TotalWinning: 54267.06","OnCash: 2.48"
"Round280","Time: 21:08:12","NumberOfPlayers: 5067","TotalBet: 99475.00","TotalWinning: 22583.68","OnCash: 1.69"
"Round281","Time: 21:08:33","NumberOfPlayers: 4582","TotalBet: 91262.73","TotalWinning: 24217","OnCash: 1.61"
"Round282","Time: 21:08:53","NumberOfPlayers: 4546","TotalBet: 93719.93","TotalWinning: 57280.9","OnCash: 2.44"
"Round283","Time: 21:09:16","NumberOfPlayers: 5187","TotalBet: 101764.82","TotalWinning: 182729.85","OnCash: 4.86"
"Round284","Time: 21:09:44","NumberOfPlayers: 5575","TotalBet: 96613.97","TotalWinning: 38979.64","OnCash: 2.03"
"Round285","Time: 21:10:06","NumberOfPlayers: 5056","TotalBet: 83280.31","TotalWinning: 822.14","OnCash: 1.07"
"Round286","Time: 21:10:23","NumberOfPlayers: 4430","TotalBet: 78883.12","TotalWinning: 4074.31","OnCash: 1.34"
"Round287","Time: 21:10:42","NumberOfPlayers: 4375","TotalBet: 79132.54","TotalWinning: 3896.68","OnCash: 1.23"
"Round288","Time: 21:11:01","NumberOfPlayers: 4112","TotalBet: 80019.72","TotalWinning: 141718.85","OnCash: 4.81"
"Round289","Time: 21:11:29","NumberOfPlayers: 5627","TotalBet: 92539.36","TotalWinning: 178461.78","OnCash: 5.72"
"Round290","Time: 21:11:58","NumberOfPlayers: 5591","TotalBet: 86445.59","TotalWinning: 285991.06","OnCash: 24.13"
"Round291","Time: 21:12:44","NumberOfPlayers: 5628","TotalBet: 83493.47","TotalWinning: 30655.6","OnCash: 1.9"
"Round292","Time: 21:13:06","NumberOfPlayers: 4862","TotalBet: 80305.32","TotalWinning: 7525.89","OnCash: 1.36"
"Round293","Time: 21:13:25","NumberOfPlayers: 4420","TotalBet: 73572.74","TotalWinning: 213795.09","OnCash: 21.83"
"Round294","Time: 21:14:09","NumberOfPlayers: 6025","TotalBet: 92589.00","TotalWinning: 160329.94","OnCash: 4.13"
"Round295","Time: 21:14:36","NumberOfPlayers: 5815","TotalBet: 82839.25","TotalWinning: 83991.97","OnCash: 2.8"
"Round296","Time: 21:15:00","NumberOfPlayers: 5628","TotalBet: 82321.44","TotalWinning: 4034.68","OnCash: 1.17"
"Round297","Time: 21:15:18","NumberOfPlayers: 4707","TotalBet: 65541.17","TotalWinning: 4729.81","OnCash: 1.32"
"Round298","Time: 21:15:37","NumberOfPlayers: 5085","TotalBet: 74366.07","TotalWinning: 12454.48","OnCash: 1.42"
"Round299","Time: 21:15:57","NumberOfPlayers: 5542","TotalBet: 86595.21","TotalWinning: 40451.65","OnCash: 2.09"
"Round300","Time: 21:16:19","NumberOfPlayers: 6745","TotalBet: 117195.32","TotalWinning: 289614.58","OnCash: 9.88"
"Round301","Time: 21:16:53","NumberOfPlayers: 7394","TotalBet: 106647.44","TotalWinning: 34133","OnCash: 1.87"
"Round302","Time: 21:17:15","NumberOfPlayers: 6408","TotalBet: 96720.80","TotalWinning: 23872.44","OnCash: 1.82"
"Round303","Time: 21:17:36","NumberOfPlayers: 6417","TotalBet: 103088.27","TotalWinning: 16233.78","OnCash: 1.59"
"Round304","Time: 21:17:56","NumberOfPlayers: 6248","TotalBet: 91781.81","TotalWinning: 158084.59","OnCash: 4.3"
"Round305","Time: 21:18:23","NumberOfPlayers: 7818","TotalBet: 122185.12","TotalWinning: 45208.77","OnCash: 2.07"
"Round306","Time: 21:18:46","NumberOfPlayers: 7135","TotalBet: 103327.36","TotalWinning: 201657.64","OnCash: 5.52"
"Round307","Time: 21:19:15","NumberOfPlayers: 7688","TotalBet: 105221.25","TotalWinning: 15093.43","OnCash: 1.51"
"Round308","Time: 21:19:35","NumberOfPlayers: 6746","TotalBet: 96864.55","TotalWinning: 110296.44","OnCash: 3.01"
"Round309","Time: 21:20:00","NumberOfPlayers: 7866","TotalBet: 108125.10","TotalWinning: 6696.66","OnCash: 1.29"
"Round310","Time: 21:20:18","NumberOfPlayers: 7032","TotalBet: 108528.43","TotalWinning: 160328.11","OnCash: 3.49"
"Round311","Time: 21:20:44","NumberOfPlayers: 7953","TotalBet: 113152.94","TotalWinning: 8012","OnCash: 1.36"
"Round312","Time: 21:21:03","NumberOfPlayers: 7543","TotalBet: 124802.26","TotalWinning: 150769.81","OnCash: 3.14"
"Round313","Time: 21:21:28","NumberOfPlayers: 7926","TotalBet: 115837.38","TotalWinning: 107707.74","OnCash: 2.67"
"Round314","Time: 21:21:52","NumberOfPlayers: 7960","TotalBet: 109923.26","TotalWinning: 7228.72","OnCash: 1.38"
"Round315","Time: 21:22:11","NumberOfPlayers: 7263","TotalBet: 110526.19","TotalWinning: 33426.46","OnCash: 2"
"Round316","Time: 21:22:33","NumberOfPlayers: 7263","TotalBet: 125211.22","TotalWinning: 47777.97","OnCash: 1.04"
"Round317","Time: 21:22:50","NumberOfPlayers: 7036","TotalBet: 113654.06","TotalWinning: 339053.61","OnCash: 34.51"
"Round318","Time: 21:23:42","NumberOfPlayers: 8046","TotalBet: 111702.20","TotalWinning: 22740.44","OnCash: 1.72"
"Round319","Time: 21:24:03","NumberOfPlayers: 7110","TotalBet: 108762.88","TotalWinning: 191431.61","OnCash: 4.69"
"Round320","Time: 21:24:31","NumberOfPlayers: 7640","TotalBet: 114219.26","TotalWinning: 13591.47","OnCash: 1.38"
"Round321","Time: 21:24:50","NumberOfPlayers: 7187","TotalBet: 108487.72","TotalWinning: 190177.66","OnCash: 4.95"
"Round322","Time: 21:25:18","NumberOfPlayers: 7187","TotalBet: 111636.60","TotalWinning: 195817.22","OnCash: 1.1"
"Round323","Time: 21:25:35","NumberOfPlayers: 7344","TotalBet: 109546.36","TotalWinning: 12768.41","OnCash: 1.46"
"Round324","Time: 21:25:55","NumberOfPlayers: 7344","TotalBet: 112291.14","TotalWinning: 16590.95","OnCash: 1.06"
"Round325","Time: 21:26:12","NumberOfPlayers: 0","TotalBet: 110396.50","TotalWinning: 0","OnCash: 1.11"
"Round326","Time: 21:26:30","NumberOfPlayers: 6304","TotalBet: 96888.24","TotalWinning: 29423.06","OnCash: 1.82"
"Round327","Time: 21:26:51","NumberOfPlayers: 0","TotalBet: 133922.96","TotalWinning: 0","OnCash: 1.07"
"Round328","Time: 21:27:08","NumberOfPlayers: 6088","TotalBet: 113431.63","TotalWinning: 10831.56","OnCash: 1.51"
"Round329","Time: 21:27:28","NumberOfPlayers: 5786","TotalBet: 115747.52","TotalWinning: 244445.21","OnCash: 5.55"
"Round330","Time: 21:27:57","NumberOfPlayers: 7214","TotalBet: 102685.84","TotalWinning: 36389.19","OnCash: 1.88"
"Round331","Time: 21:28:19","NumberOfPlayers: 6643","TotalBet: 107154.48","TotalWinning: 288947.96","OnCash: 26.44"
"Round332","Time: 21:29:06","NumberOfPlayers: 0","TotalBet: 89812.42","TotalWinning: 0","OnCash: 1.07"
"Round333","Time: 21:29:24","NumberOfPlayers: 5698","TotalBet: 81786.64","TotalWinning: 249661.08","OnCash: 13.23"
"Round334","Time: 21:30:01","NumberOfPlayers: 6346","TotalBet: 77103.07","TotalWinning: 5462.39","OnCash: 1.36"
"Round335","Time: 21:30:20","NumberOfPlayers: 6204","TotalBet: 101327.60","TotalWinning: 301340.83","OnCash: 18.11"
"Round336","Time: 21:31:02","NumberOfPlayers: 6367","TotalBet: 77622.67","TotalWinning: 31286.13","OnCash: 2.04"
"Round337","Time: 21:31:24","NumberOfPlayers: 6692","TotalBet: 92176.25","TotalWinning: 300769.24","OnCash: 27.27"
"Round338","Time: 21:32:12","NumberOfPlayers: 6677","TotalBet: 83007.95","TotalWinning: 5081.3","OnCash: 1.21"
"Round339","Time: 21:32:30","NumberOfPlayers: 6581","TotalBet: 93740.89","TotalWinning: 75606.68","OnCash: 2.96"
"Round340","Time: 21:32:55","NumberOfPlayers: 7415","TotalBet: 102730.77","TotalWinning: 176986.66","OnCash: 4.73"
"Round341","Time: 21:33:23","NumberOfPlayers: 7872","TotalBet: 105331.61","TotalWinning: 36203.51","OnCash: 1.94"
"Round342","Time: 21:33:44","NumberOfPlayers: 7537","TotalBet: 99289.79","TotalWinning: 34945.76","OnCash: 2.02"
"Round343","Time: 21:34:06","NumberOfPlayers: 7608","TotalBet: 107766.82","TotalWinning: 288319.97","OnCash: 12.32"
"Round344","Time: 21:34:43","NumberOfPlayers: 7748","TotalBet: 91008.35","TotalWinning: 165913.36","OnCash: 5"
"Round345","Time: 21:35:11","NumberOfPlayers: 7875","TotalBet: 94565.95","TotalWinning: 6273.04","OnCash: 1.34"
"Round346","Time: 21:35:31","NumberOfPlayers: 7875","TotalBet: 92495.55","TotalWinning: 12207.05","OnCash: 1.03"
"Round347","Time: 21:35:47","NumberOfPlayers: 6813","TotalBet: 93218.77","TotalWinning: 301002.31","OnCash: 12.67"
"Round348","Time: 21:36:24","NumberOfPlayers: 8440","TotalBet: 115415.73","TotalWinning: 13280.06","OnCash: 1.35"
"Round349","Time: 21:36:43","NumberOfPlayers: 7757","TotalBet: 112880.54","TotalWinning: 15837.45","OnCash: 1.52"
"Round350","Time: 21:37:04","NumberOfPlayers: 8062","TotalBet: 135222.63","TotalWinning: 159897.18","OnCash: 3.02"
"Round351","Time: 21:37:28","NumberOfPlayers: 8968","TotalBet: 131970.71","TotalWinning: 639.74","OnCash: 1.2"
"Round352","Time: 21:37:47","NumberOfPlayers: 7926","TotalBet: 121807.50","TotalWinning: 394590.48","OnCash: 16.81"
"Round353","Time: 21:38:27","NumberOfPlayers: 8156","TotalBet: 108746.17","TotalWinning: 261534.96","OnCash: 8.52"
"Round354","Time: 21:39:00","NumberOfPlayers: 8013","TotalBet: 115624.41","TotalWinning: 22230.9","OnCash: 1.43"
"Round355","Time: 21:39:20","NumberOfPlayers: 6943","TotalBet: 95557.80","TotalWinning: 15074.27","OnCash: 1.57"
"Round356","Time: 21:39:40","NumberOfPlayers: 6943","TotalBet: 120555.13","TotalWinning: 22356.53","OnCash: 1.19"
"Round357","Time: 21:39:58","NumberOfPlayers: 7650","TotalBet: 109002.97","TotalWinning: 37468.58","OnCash: 2.15"
"Round358","Time: 21:40:21","NumberOfPlayers: 7650","TotalBet: 148655.09","TotalWinning: 55834.59","OnCash: 1.1"
"Round359","Time: 21:40:38","NumberOfPlayers: 8063","TotalBet: 138008.34","TotalWinning: 3566.64","OnCash: 1.19"
"Round360","Time: 21:40:57","NumberOfPlayers: 7144","TotalBet: 120424.32","TotalWinning: 440259.02","OnCash: 34.49"
"Round361","Time: 21:41:49","NumberOfPlayers: 8222","TotalBet: 120786.02","TotalWinning: 31052.4","OnCash: 1.62"
"Round362","Time: 21:42:10","NumberOfPlayers: 7487","TotalBet: 111159.40","TotalWinning: 123753.24","OnCash: 3.3"
"Round363","Time: 21:42:35","NumberOfPlayers: 7781","TotalBet: 108913.58","TotalWinning: 9278.34","OnCash: 1.31"
"Round364","Time: 21:42:54","NumberOfPlayers: 7781","TotalBet: 108868.41","TotalWinning: 20744.42","OnCash: 1"
"Round365","Time: 21:43:09","NumberOfPlayers: 0","TotalBet: 132711.31","TotalWinning: 0","OnCash: 1.03"
"Round366","Time: 21:43:26","NumberOfPlayers: 0","TotalBet: 109454.93","TotalWinning: 0","OnCash: 1.07"
"Round367","Time: 21:43:43","NumberOfPlayers: 6305","TotalBet: 107369.95","TotalWinning: 7362.1","OnCash: 1.12"
"Round368","Time: 21:44:00","NumberOfPlayers: 5874","TotalBet: 97534.86","TotalWinning: 7463.25","OnCash: 1.14"
"Round369","Time: 21:44:18","NumberOfPlayers: 5539","TotalBet: 93259.17","TotalWinning: 47608.89","OnCash: 2.45"
"Round370","Time: 21:44:41","NumberOfPlayers: 7193","TotalBet: 130020.57","TotalWinning: 20970.61","OnCash: 1.88"
"Round371","Time: 21:45:02","NumberOfPlayers: 6763","TotalBet: 124111.51","TotalWinning: 23956.32","OnCash: 1.63"
"Round372","Time: 21:45:23","NumberOfPlayers: 6182","TotalBet: 100993.70","TotalWinning: 289027.45","OnCash: 10.51"
"Round373","Time: 21:45:58","NumberOfPlayers: 0","TotalBet: 97687.51","TotalWinning: 0","OnCash: 1.08"
"Round374","Time: 21:46:15","NumberOfPlayers: 5820","TotalBet: 85342.35","TotalWinning: 28334.58","OnCash: 2.05"
"Round375","Time: 21:46:37","NumberOfPlayers: 6225","TotalBet: 99483.09","TotalWinning: 2764.77","OnCash: 1.19"
"Round376","Time: 21:46:55","NumberOfPlayers: 5609","TotalBet: 90531.25","TotalWinning: 1536.79","OnCash: 1.11"
"Round377","Time: 21:47:13","NumberOfPlayers: 5042","TotalBet: 82086.00","TotalWinning: 49841.23","OnCash: 2.35"
"Round378","Time: 21:47:36","NumberOfPlayers: 6127","TotalBet: 105541.47","TotalWinning: 1138.68","OnCash: 1.15"
"Round379","Time: 21:47:53","NumberOfPlayers: 5237","TotalBet: 86353.96","TotalWinning: 93748.71","OnCash: 3.4"
"Round380","Time: 21:48:19","NumberOfPlayers: 5914","TotalBet: 96940.55","TotalWinning: 85117.29","OnCash: 2.8"
"Round381","Time: 21:48:42","NumberOfPlayers: 5881","TotalBet: 99626.19","TotalWinning: 5467.85","OnCash: 1.25"
"Round382","Time: 21:49:01","NumberOfPlayers: 5881","TotalBet: 88549.73","TotalWinning: 7258.01","OnCash: 1.13"
"Round383","Time: 21:49:19","NumberOfPlayers: 4731","TotalBet: 80194.88","TotalWinning: 32609.04","OnCash: 2.54"
"Round384","Time: 21:49:42","NumberOfPlayers: 5704","TotalBet: 107113.31","TotalWinning: 159121.2","OnCash: 3.97"
"Round385","Time: 21:50:08","NumberOfPlayers: 5803","TotalBet: 93064.53","TotalWinning: 103015.72","OnCash: 3.85"
"Round386","Time: 21:50:34","NumberOfPlayers: 5794","TotalBet: 87769.98","TotalWinning: 21118.47","OnCash: 1.77"
"Round387","Time: 21:50:55","NumberOfPlayers: 5182","TotalBet: 77926.86","TotalWinning: 185997.34","OnCash: 8.84"
"Round388","Time: 21:51:29","NumberOfPlayers: 6106","TotalBet: 78750.47","TotalWinning: 62453.3","OnCash: 2.84"
"Round389","Time: 21:51:53","NumberOfPlayers: 5780","TotalBet: 88422.26","TotalWinning: 165544.87","OnCash: 5.1"
"Round390","Time: 21:52:21","NumberOfPlayers: 6085","TotalBet: 82568.15","TotalWinning: 3124.44","OnCash: 1.36"
"Round391","Time: 21:52:40","NumberOfPlayers: 5287","TotalBet: 72997.80","TotalWinning: 265827.44","OnCash: 20.12"
"Round392","Time: 21:53:23","NumberOfPlayers: 6340","TotalBet: 84614.43","TotalWinning: 111367.16","OnCash: 4"
"Round393","Time: 21:53:50","NumberOfPlayers: 6047","TotalBet: 84059.39","TotalWinning: 969.76","OnCash: 1.04"
"Round394","Time: 21:54:06","NumberOfPlayers: 5145","TotalBet: 78378.53","TotalWinning: 64231.11","OnCash: 2.63"
"Round395","Time: 21:54:30","NumberOfPlayers: 6410","TotalBet: 101869.11","TotalWinning: 223079.49","OnCash: 7.25"
"Round396","Time: 21:55:01","NumberOfPlayers: 6853","TotalBet: 90518.46","TotalWinning: 8346.68","OnCash: 1.44"
"Round397","Time: 21:55:21","NumberOfPlayers: 6213","TotalBet: 90032.96","TotalWinning: 186488.32","OnCash: 5.73"
"Round398","Time: 21:55:50","NumberOfPlayers: 7065","TotalBet: 104509.19","TotalWinning: 33402.74","OnCash: 2.12"
